deposits,withdrawals,stakes,product,age,target
30,20,90,bet,50+,1
70,30,130,gaming,30-50,0
60,10,90,bet,50+,0
40,10,20,bet,30-50,1
30,20,40,bet,50+,0
70,20,70,gaming,<30,0
50,40,150,gaming,50+,0
30,10,60,gaming,<30,1
80,10,140,gaming,30-50,0
80,20,60,gaming,<30,1
40,10,80,bet,<30,0
70,20,1160,bet,50+,1
40,0,10,gaming,30-50,0
80,20,140,bet,30-50,0
50,20,90,gaming,<30,0
60,30,50,gaming,<30,0
10,30,740,bet,<30,0
70,20,190,gaming,<30,0
70,10,140,bet,30-50,0
50,10,80,gaming,50+,0
60,10,110,gaming,30-50,0
10,40,110,bet,30-50,0
70,20,160,gaming,50+,1
90,20,120,gaming,50+,0
40,NA,70,bet,<30,1
80,10,60,bet,30-50,0
30,40,40,bet,50+,0
40,30,80,bet,50+,0
80,20,100,gaming,<30,1
30,40,30,gaming,30-50,1
10,NA,820,bet,50+,0
50,NA,130,gaming,<30,0
60,0,30,gaming,50+,0
50,30,110,gaming,<30,1
60,0,140,gaming,<30,1
60,20,90,gaming,30-50,0
90,30,90,bet,<30,0
20,20,20,gaming,<30,0
40,30,120,bet,30-50,1
70,NA,90,bet,30-50,0
50,30,140,gaming,30-50,0
50,NA,80,bet,30-50,0
50,10,80,bet,<30,0
70,20,140,gaming,30-50,0
30,30,70,gaming,30-50,0
80,10,90,bet,50+,0
40,20,0,gaming,30-50,1
60,0,110,gaming,30-50,0
40,20,100,gaming,50+,1
20,20,100,bet,50+,0
30,30,40,bet,50+,1
80,0,110,gaming,<30,0
60,30,100,bet,<30,0
30,30,60,bet,<30,0
70,0,60,gaming,50+,0
60,20,0,gaming,30-50,0
50,10,20,bet,<30,0
30,20,110,gaming,50+,1
50,10,90,bet,<30,0
50,30,60,bet,50+,0
50,0,40,bet,50+,1
50,1440,30,gaming,<30,0
70,0,70,bet,<30,0
50,30,60,gaming,<30,0
70,20,30,bet,50+,1
40,10,0,bet,30-50,0
30,20,80,gaming,50+,1
20,30,10,bet,50+,0
20,20,30,bet,<30,0
40,10,120,gaming,<30,0
40,0,150,bet,<30,0
60,40,0,bet,<30,1
30,20,50,bet,50+,1
70,NA,100,gaming,30-50,0
0,NA,20,bet,<30,0
70,10,90,gaming,<30,1
50,20,90,bet,30-50,0
60,10,70,gaming,<30,1
40,10,80,bet,50+,1
40,20,100,bet,30-50,0
40,0,40,gaming,<30,1
70,20,80,gaming,30-50,0
60,NA,30,gaming,<30,0
60,20,130,bet,30-50,0
80,NA,150,gaming,<30,1
70,40,110,gaming,<30,0
50,20,120,bet,30-50,0
50,20,70,gaming,50+,1
60,30,140,bet,30-50,0
60,10,80,bet,30-50,0
50,20,100,gaming,30-50,0
60,20,150,gaming,<30,0
70,20,150,gaming,30-50,0
50,10,50,bet,<30,0
50,10,100,gaming,50+,0
70,0,130,gaming,<30,0
60,10,100,gaming,<30,0
50,10,110,gaming,30-50,0
10,30,70,gaming,30-50,0
80,10,190,bet,30-50,0
50,20,110,bet,30-50,0
70,30,120,bet,<30,0
20,20,50,gaming,<30,0
60,10,360,gaming,<30,1
60,20,70,gaming,<30,0
50,20,50,bet,30-50,0
40,40,150,bet,30-50,0
40,10,70,bet,<30,0
40,10,100,bet,<30,0
40,20,20,gaming,<30,0
30,10,70,bet,50+,0
50,20,80,gaming,30-50,0
60,0,30,bet,<30,1
40,30,100,bet,<30,1
50,130,90,gaming,<30,0
30,30,10,bet,<30,0
50,30,120,bet,<30,0
30,30,150,gaming,30-50,0
50,10,110,gaming,<30,0
40,10,70,bet,<30,0
90,0,130,bet,30-50,1
60,40,160,bet,50+,0
100,20,190,gaming,30-50,1
40,20,60,bet,30-50,0
20,20,50,gaming,<30,1
70,10,60,gaming,30-50,0
40,40,50,bet,<30,1
40,30,880,bet,30-50,0
60,20,80,bet,<30,0
30,40,30,bet,<30,0
20,10,90,gaming,50+,1
40,10,110,gaming,50+,1
60,0,30,gaming,<30,0
60,580,120,gaming,50+,0
50,0,130,bet,30-50,0
50,20,80,bet,30-50,0
60,30,60,bet,<30,0
30,20,30,gaming,50+,1
10,30,80,bet,<30,1
0,20,10,bet,50+,0
60,300,150,gaming,30-50,0
60,30,90,gaming,30-50,0
70,10,110,gaming,50+,1
60,20,130,bet,30-50,0
70,20,110,gaming,<30,1
70,10,80,gaming,30-50,0
50,20,0,gaming,<30,0
70,0,120,gaming,<30,1
50,20,100,gaming,<30,0
70,20,150,bet,<30,0
70,30,70,gaming,<30,0
40,10,80,bet,30-50,0
60,30,100,bet,<30,0
50,30,70,gaming,50+,0
50,10,40,gaming,50+,1
70,20,0,bet,50+,0
40,10,10,gaming,50+,1
50,10,130,bet,<30,0
90,10,130,bet,<30,1
60,30,70,gaming,50+,1
40,0,30,gaming,30-50,1
80,10,50,gaming,50+,0
60,10,60,bet,30-50,0
90,20,90,bet,30-50,0
30,20,0,gaming,<30,1
60,10,0,bet,<30,1
20,NA,70,gaming,<30,0
80,30,70,gaming,<30,0
80,10,90,gaming,50+,1
90,0,170,gaming,<30,1
50,0,160,gaming,<30,0
50,40,0,bet,50+,0
40,20,580,bet,30-50,0
50,10,70,gaming,<30,0
30,20,40,gaming,<30,1
60,20,80,gaming,50+,0
40,20,80,bet,50+,0
80,10,90,bet,<30,0
30,20,60,gaming,30-50,0
30,20,90,bet,50+,0
70,0,60,gaming,<30,0
30,30,390,bet,50+,0
40,20,10,gaming,30-50,0
80,10,1410,gaming,<30,1
40,20,100,gaming,30-50,0
40,50,70,bet,30-50,0
70,20,140,gaming,<30,0
40,20,60,gaming,<30,1
40,30,120,bet,<30,0
70,10,90,gaming,30-50,0
60,20,120,gaming,30-50,0
80,10,170,gaming,<30,1
80,20,170,bet,30-50,0
40,10,40,bet,30-50,0
50,10,110,gaming,30-50,1
30,10,100,bet,<30,1
60,10,90,gaming,50+,0
10,10,80,bet,<30,0
50,30,110,gaming,30-50,1
60,20,170,bet,50+,1
30,20,80,bet,50+,0
40,30,90,gaming,<30,0
50,10,80,gaming,30-50,0
60,10,40,gaming,<30,0
60,20,70,gaming,30-50,0
40,30,40,bet,30-50,0
50,40,150,bet,<30,0
50,10,730,gaming,30-50,1
70,10,140,gaming,<30,0
40,20,20,bet,30-50,0
40,10,80,bet,50+,1
60,NA,90,gaming,30-50,1
40,0,10,bet,50+,0
50,30,110,gaming,<30,0
50,20,90,gaming,30-50,0
60,30,50,bet,30-50,0
50,30,120,gaming,<30,1
40,30,150,bet,<30,0
20,20,80,gaming,30-50,0
10,10,30,bet,<30,0
30,10,80,gaming,<30,0
20,40,120,gaming,30-50,0
60,20,150,bet,<30,0
50,20,80,bet,<30,1
60,10,90,gaming,50+,1
60,10,50,bet,50+,0
60,40,70,bet,<30,0
20,30,610,gaming,<30,0
60,20,80,bet,<30,0
50,30,50,bet,<30,0
80,10,140,bet,<30,1
40,10,110,bet,<30,1
30,NA,0,gaming,30-50,0
50,30,100,bet,30-50,0
30,10,110,bet,30-50,1
50,NA,80,gaming,30-50,0
60,30,60,gaming,50+,0
30,20,30,gaming,<30,1
40,30,110,gaming,30-50,0
50,10,60,gaming,<30,1
30,NA,120,gaming,<30,1
90,20,120,gaming,30-50,0
30,10,60,gaming,30-50,1
30,20,100,gaming,<30,1
40,20,80,bet,<30,0
50,10,460,bet,30-50,0
20,20,0,bet,<30,0
70,0,130,bet,30-50,0
20,20,80,bet,<30,0
80,20,170,gaming,30-50,0
60,30,60,bet,30-50,0
10,10,50,bet,<30,0
50,30,90,gaming,30-50,1
70,30,100,gaming,50+,1
60,10,50,gaming,<30,1
50,20,0,bet,<30,0
40,10,10,bet,30-50,0
20,20,110,bet,<30,0
50,10,90,bet,<30,0
70,NA,90,gaming,<30,0
60,0,50,gaming,50+,0
50,10,30,gaming,50+,0
40,10,520,bet,<30,0
50,30,50,gaming,<30,0
40,20,10,gaming,<30,0
70,0,0,gaming,50+,0
80,20,130,gaming,<30,1
50,30,50,bet,50+,0
50,20,60,gaming,<30,0
60,10,140,bet,30-50,0
70,0,180,gaming,50+,0
30,40,0,gaming,<30,0
20,20,40,bet,50+,0
50,10,80,bet,<30,0
10,20,20,bet,30-50,0
60,20,70,bet,50+,0
80,10,130,bet,<30,1
80,10,90,gaming,30-50,0
50,10,80,gaming,30-50,0
40,20,100,gaming,<30,0
30,0,20,bet,<30,1
70,NA,80,bet,30-50,0
50,20,10,gaming,50+,0
40,20,100,gaming,<30,0
60,10,120,gaming,<30,0
60,50,90,bet,<30,0
80,20,160,bet,30-50,0
50,NA,80,bet,30-50,0
70,30,140,gaming,<30,1
60,10,70,bet,<30,0
60,20,110,gaming,30-50,0
40,20,130,gaming,<30,0
60,20,150,gaming,50+,0
10,10,10,bet,30-50,1
60,10,110,gaming,50+,0
20,10,80,bet,<30,1
10,20,50,bet,<30,0
40,10,100,bet,30-50,0
70,30,130,bet,30-50,0
60,20,170,gaming,<30,1
80,20,130,gaming,<30,1
30,NA,90,bet,30-50,0
40,10,640,bet,50+,1
20,10,0,bet,50+,0
80,10,80,gaming,30-50,0
30,30,30,gaming,<30,0
10,40,110,gaming,30-50,0
80,10,110,bet,<30,0
50,10,120,gaming,<30,1
80,20,60,gaming,<30,0
50,10,90,bet,<30,0
40,20,80,gaming,<30,0
50,0,20,gaming,50+,1
60,30,120,bet,50+,1
50,20,90,gaming,50+,1
30,30,10,bet,50+,1
80,30,150,gaming,50+,1
40,30,160,gaming,<30,1
40,10,100,gaming,<30,1
20,10,50,gaming,30-50,0
60,10,110,gaming,<30,0
50,450,150,gaming,<30,0
50,20,140,gaming,<30,1
30,20,50,gaming,<30,0
70,10,100,bet,50+,0
50,10,380,gaming,30-50,1
60,40,70,gaming,30-50,0
40,30,90,gaming,<30,0
50,NA,70,bet,<30,0
50,40,40,gaming,30-50,0
60,10,120,gaming,<30,1
40,NA,120,gaming,30-50,0
80,0,420,bet,<30,0
60,30,120,bet,30-50,0
60,0,140,bet,<30,0
80,20,1130,gaming,50+,1
10,40,10,gaming,<30,0
70,20,70,gaming,30-50,0
70,20,150,bet,<30,1
80,10,90,gaming,<30,1
40,30,130,gaming,30-50,0
40,30,70,bet,30-50,0
50,10,80,gaming,<30,0
40,80,100,gaming,30-50,1
70,20,110,bet,30-50,0
50,10,60,gaming,50+,0
50,20,0,gaming,30-50,0
20,10,70,bet,30-50,0
50,20,110,bet,<30,0
80,20,160,gaming,<30,0
20,30,30,gaming,<30,1
60,0,100,bet,50+,0
60,NA,100,bet,30-50,0
10,40,40,bet,<30,0
30,10,20,bet,50+,0
20,30,0,bet,<30,0
50,10,10,gaming,<30,0
60,NA,140,gaming,50+,0
60,10,100,bet,<30,0
70,20,80,bet,30-50,0
60,0,50,gaming,<30,0
20,20,0,bet,<30,1
60,0,60,gaming,50+,0
50,30,60,bet,50+,0
100,20,60,gaming,30-50,0
80,0,0,bet,<30,0
70,20,120,bet,<30,0
20,30,10,bet,50+,0
70,10,80,gaming,30-50,0
30,10,110,bet,<30,0
80,0,190,bet,<30,1
40,40,0,bet,50+,1
60,20,80,bet,50+,0
10,20,40,gaming,<30,1
70,20,80,bet,30-50,0
60,20,70,gaming,<30,0
50,20,90,gaming,50+,0
40,10,40,bet,30-50,0
70,10,100,gaming,30-50,0
60,20,1170,gaming,<30,1
60,0,50,bet,<30,0
10,30,20,bet,<30,1
50,20,10,gaming,50+,0
40,20,110,gaming,<30,0
70,10,130,bet,30-50,0
40,50,70,bet,<30,0
90,20,160,bet,50+,1
10,20,40,bet,50+,0
70,30,140,gaming,50+,0
60,10,80,bet,<30,0
40,20,100,gaming,30-50,0
100,10,1980,gaming,<30,1
30,20,120,gaming,<30,1
50,10,60,gaming,30-50,0
60,10,120,bet,50+,1
10,10,70,gaming,<30,1
30,20,70,gaming,<30,0
60,10,120,gaming,<30,0
40,290,110,gaming,<30,1
80,10,190,gaming,30-50,0
80,20,140,gaming,50+,0
40,30,90,bet,<30,0
80,10,110,bet,30-50,0
30,10,10,bet,30-50,0
50,20,50,bet,50+,0
20,30,220,bet,<30,0
60,40,160,gaming,<30,0
50,10,80,gaming,50+,1
40,10,110,bet,<30,0
50,20,30,gaming,<30,0
60,10,1020,bet,<30,0
40,20,70,bet,50+,0
60,0,20,gaming,<30,0
50,NA,110,gaming,<30,1
30,20,70,bet,<30,0
40,30,20,bet,30-50,0
50,30,110,bet,<30,1
30,30,150,gaming,30-50,0
90,10,150,bet,<30,1
60,10,90,gaming,<30,0
70,10,110,gaming,<30,0
20,40,120,gaming,<30,0
40,20,130,gaming,30-50,0
50,20,70,bet,<30,0
60,10,90,bet,<30,0
70,10,50,gaming,<30,0
70,NA,770,gaming,<30,1
70,20,120,bet,30-50,0
0,30,10,bet,<30,0
20,40,10,bet,50+,1
40,10,100,gaming,<30,0
40,10,110,bet,<30,0
50,10,20,bet,30-50,0
40,30,100,bet,50+,0
20,10,100,gaming,<30,0
40,20,70,bet,50+,0
40,30,40,gaming,30-50,0
50,20,50,gaming,30-50,0
50,30,1350,gaming,30-50,1
50,10,60,gaming,30-50,0
60,30,150,bet,50+,0
70,30,100,bet,<30,0
40,10,70,gaming,30-50,0
20,20,90,gaming,<30,1
50,NA,100,bet,<30,0
70,10,80,bet,<30,0
40,NA,0,gaming,30-50,0
40,10,90,bet,50+,1
70,20,130,gaming,<30,0
50,20,130,bet,50+,0
80,30,90,gaming,30-50,0
50,0,90,gaming,50+,0
20,30,60,gaming,<30,0
20,320,40,gaming,<30,0
40,10,30,bet,50+,0
0,30,0,gaming,<30,1
30,10,0,gaming,30-50,0
80,10,160,gaming,<30,0
50,10,90,gaming,30-50,0
90,NA,100,gaming,<30,0
70,0,60,bet,<30,0
0,20,0,bet,<30,0
50,10,60,gaming,30-50,0
90,20,100,gaming,<30,0
10,30,0,gaming,<30,0
70,0,0,bet,<30,1
40,20,90,gaming,<30,0
60,30,50,bet,50+,0
70,20,80,bet,30-50,0
50,10,120,bet,<30,0
60,0,170,bet,30-50,0
30,40,0,bet,50+,0
60,20,80,bet,<30,0
50,10,80,gaming,50+,0
70,20,80,bet,30-50,0
20,20,30,gaming,<30,1
80,10,120,bet,30-50,0
30,10,40,bet,<30,0
50,NA,90,bet,<30,0
80,20,130,gaming,<30,1
40,0,30,gaming,<30,0
50,30,60,bet,<30,0
30,20,0,gaming,30-50,0
50,NA,120,bet,30-50,0
60,10,1290,bet,50+,1
60,50,90,gaming,<30,1
30,20,100,bet,<30,0
60,20,80,bet,<30,1
50,30,1270,bet,<30,0
80,NA,100,gaming,30-50,0
40,20,100,bet,<30,0
30,20,120,bet,50+,1
30,20,110,bet,30-50,0
50,10,50,bet,30-50,0
70,10,120,gaming,30-50,1
80,0,140,bet,50+,0
100,10,140,gaming,<30,1
50,10,110,gaming,<30,0
40,30,110,bet,30-50,0
40,20,150,gaming,50+,1
50,20,100,bet,50+,0
60,30,110,bet,<30,0
60,10,90,gaming,30-50,0
40,10,20,gaming,30-50,0
40,20,40,bet,50+,0
50,30,50,gaming,30-50,0
30,NA,130,gaming,<30,1
70,10,100,bet,30-50,0
40,10,1020,bet,30-50,0
40,NA,150,gaming,50+,1
50,10,90,bet,<30,0
40,20,70,gaming,<30,0
40,NA,10,gaming,<30,0
30,NA,90,gaming,<30,1
50,20,90,bet,<30,1
50,30,30,bet,<30,0
60,30,130,gaming,50+,1
50,30,160,bet,<30,0
40,10,100,bet,<30,0
30,10,50,bet,<30,0
40,10,90,bet,<30,0
50,40,150,bet,50+,1
30,20,120,bet,<30,0
40,20,60,gaming,30-50,0
70,10,100,gaming,<30,1
10,20,0,gaming,<30,0
70,40,80,bet,50+,0
0,30,290,bet,50+,0
30,30,50,bet,50+,0
40,NA,40,gaming,<30,0
80,10,140,gaming,30-50,0
50,10,130,gaming,30-50,0
30,10,0,bet,30-50,0
50,30,110,bet,50+,1
60,0,140,bet,<30,0
20,20,50,gaming,<30,1
80,30,80,bet,50+,1
70,20,70,bet,50+,0
40,30,110,bet,30-50,0
40,10,60,gaming,<30,0
40,30,130,bet,<30,0
30,30,70,bet,<30,0
50,10,90,gaming,<30,0
60,20,130,gaming,30-50,1
70,20,120,bet,<30,1
30,20,40,bet,<30,0
10,20,0,bet,<30,1
40,10,100,gaming,<30,0
30,20,90,bet,<30,0
30,20,110,bet,<30,1
50,30,60,gaming,50+,0
70,0,100,bet,30-50,0
50,30,90,bet,<30,0
60,30,80,bet,<30,0
30,10,20,gaming,<30,1
10,30,0,gaming,<30,0
70,10,30,bet,<30,0
100,460,180,gaming,<30,0
70,10,110,bet,<30,0
90,20,100,bet,<30,0
20,0,10,gaming,30-50,0
70,10,40,bet,<30,0
90,0,90,gaming,30-50,0
10,30,20,bet,<30,1
70,20,30,gaming,<30,0
40,10,0,bet,<30,0
70,20,120,bet,<30,1
100,20,90,gaming,<30,0
30,20,30,gaming,<30,1
30,10,110,bet,30-50,0
30,0,150,bet,50+,0
50,40,0,bet,<30,0
50,20,80,gaming,30-50,0
50,10,80,gaming,30-50,0
40,20,60,bet,50+,0
110,10,120,bet,<30,1
40,20,90,bet,<30,0
60,10,60,bet,<30,0
80,10,990,bet,<30,1
90,210,150,bet,<30,0
0,10,0,bet,30-50,0
30,30,40,bet,<30,1
50,20,20,bet,<30,0
80,10,1220,gaming,<30,1
60,10,130,bet,50+,0
20,50,60,bet,30-50,0
40,20,120,gaming,<30,1
100,10,120,gaming,30-50,0
70,30,140,gaming,<30,0
60,NA,80,bet,<30,0
50,20,110,gaming,<30,0
50,20,140,bet,<30,1
20,20,110,bet,<30,0
80,0,80,bet,30-50,0
60,10,110,bet,<30,1
40,10,100,bet,<30,0
40,20,80,bet,30-50,0
60,50,130,gaming,<30,1
30,30,90,bet,30-50,1
50,20,160,gaming,<30,0
70,20,130,bet,<30,0
50,250,110,gaming,<30,0
60,10,90,bet,<30,0
20,10,0,gaming,30-50,0
70,20,70,gaming,50+,0
40,30,40,gaming,30-50,0
50,40,150,bet,50+,0
40,10,660,bet,<30,0
40,10,100,bet,<30,0
0,30,0,gaming,<30,1
70,10,110,bet,<30,0
70,20,100,bet,<30,1
30,0,0,gaming,<30,1
50,30,110,gaming,<30,0
70,20,110,gaming,50+,1
50,30,40,gaming,<30,0
30,30,100,gaming,<30,1
30,30,140,bet,<30,0
30,20,90,bet,30-50,0
80,10,100,bet,30-50,0
60,10,1140,gaming,30-50,1
50,40,150,gaming,30-50,0
60,20,150,bet,<30,0
60,20,80,bet,<30,0
70,10,100,gaming,50+,0
70,10,50,gaming,<30,1
50,40,60,bet,<30,0
40,30,80,gaming,30-50,0
40,30,60,gaming,30-50,0
50,NA,40,gaming,<30,0
60,10,120,gaming,30-50,0
60,10,130,bet,50+,0
30,NA,0,gaming,<30,1
70,NA,130,bet,<30,0
70,0,150,gaming,50+,1
40,20,70,bet,50+,0
60,30,60,bet,50+,1
30,20,30,gaming,30-50,0
40,30,120,bet,30-50,0
80,10,90,gaming,30-50,0
50,470,140,bet,30-50,1
70,30,100,bet,30-50,0
30,10,70,gaming,30-50,0
30,NA,90,bet,50+,0
30,30,80,gaming,<30,1
60,10,60,bet,<30,0
20,20,0,gaming,30-50,0
40,10,840,gaming,<30,0
40,20,100,bet,<30,0
70,20,150,gaming,<30,1
30,30,40,bet,<30,0
30,NA,680,gaming,<30,1
60,30,100,bet,50+,0
20,40,40,gaming,<30,1
70,10,60,gaming,<30,0
70,20,0,gaming,50+,0
20,10,0,gaming,50+,1
20,20,100,gaming,50+,1
50,10,90,bet,<30,1
90,20,100,bet,<30,0
60,0,50,gaming,30-50,0
30,20,0,bet,<30,0
30,10,30,gaming,30-50,0
50,30,60,gaming,<30,0
60,20,30,bet,<30,1
80,NA,0,bet,<30,0
50,20,100,gaming,30-50,0
20,30,10,gaming,30-50,0
30,20,40,bet,30-50,0
60,0,140,gaming,<30,0
40,0,150,gaming,30-50,0
30,40,0,gaming,<30,1
80,10,100,bet,<30,0
20,20,380,bet,30-50,0
70,20,80,bet,50+,0
50,20,60,gaming,50+,1
40,20,90,gaming,30-50,0
90,10,100,bet,<30,0
80,NA,110,gaming,30-50,0
90,20,140,bet,<30,1
40,0,30,gaming,<30,0
60,20,70,gaming,<30,0
80,10,40,gaming,<30,0
60,20,130,bet,30-50,0
50,20,110,bet,<30,0
50,50,90,bet,<30,0
20,20,100,gaming,<30,1
60,20,80,gaming,30-50,0
50,30,130,gaming,30-50,0
50,10,70,gaming,30-50,0
40,20,100,gaming,<30,1
60,20,150,gaming,50+,0
50,20,140,bet,<30,0
50,10,50,gaming,<30,0
40,20,90,bet,<30,0
30,10,100,bet,<30,0
60,10,90,gaming,30-50,0
30,10,100,bet,50+,0
50,30,120,gaming,50+,0
20,20,140,gaming,<30,1
70,20,130,gaming,<30,0
50,30,100,bet,50+,1
60,10,90,gaming,<30,0
80,10,60,bet,<30,0
40,20,40,bet,<30,0
90,NA,90,gaming,<30,1
70,30,180,gaming,50+,0
70,10,100,gaming,30-50,0
50,10,110,bet,30-50,0
60,NA,50,bet,<30,0
30,10,70,bet,<30,1
60,20,90,bet,<30,0
20,0,0,gaming,<30,0
30,30,90,bet,<30,0
50,20,80,bet,30-50,0
40,30,30,bet,50+,0
30,30,90,gaming,50+,0
80,20,190,gaming,30-50,1
50,10,120,bet,50+,1
10,10,30,gaming,30-50,0
40,10,90,bet,50+,0
40,40,140,gaming,<30,0
70,20,160,bet,<30,0
60,NA,80,gaming,<30,1
10,20,40,bet,30-50,1
80,10,60,gaming,30-50,1
40,40,50,bet,50+,0
40,30,90,bet,<30,0
60,20,740,gaming,30-50,1
50,30,50,gaming,<30,1
70,10,130,gaming,<30,0
70,0,140,gaming,50+,1
60,0,30,gaming,<30,0
70,30,120,gaming,<30,0
60,0,140,gaming,30-50,0
60,20,90,gaming,<30,1
50,30,50,gaming,30-50,0
30,20,30,bet,<30,1
70,20,150,bet,30-50,0
20,NA,40,gaming,<30,0
50,30,140,gaming,30-50,0
20,30,60,bet,<30,0
70,10,100,gaming,50+,1
60,20,130,gaming,50+,1
20,30,60,bet,<30,0
40,10,50,gaming,50+,0
40,20,0,gaming,30-50,0
70,0,1230,bet,<30,1
70,20,130,gaming,<30,0
50,20,130,bet,<30,1
40,30,50,bet,<30,0
50,10,80,gaming,<30,0
30,30,70,bet,30-50,0
60,30,90,bet,<30,0
80,0,70,bet,<30,0
40,30,0,bet,<30,0
70,10,30,bet,30-50,0
50,10,130,bet,<30,1
20,20,60,gaming,30-50,0
30,30,40,gaming,<30,1
50,0,40,gaming,<30,0
20,20,0,bet,50+,1
50,10,60,gaming,50+,1
60,20,70,bet,30-50,0
40,20,10,gaming,<30,0
50,10,0,gaming,50+,1
30,20,80,bet,<30,0
50,30,40,bet,<30,0
80,10,90,gaming,<30,0
20,10,100,bet,<30,0
50,0,160,gaming,<30,0
70,NA,10,gaming,<30,0
50,NA,80,gaming,30-50,1
30,10,60,gaming,50+,1
60,170,70,gaming,<30,0
80,10,90,gaming,<30,0
40,20,80,gaming,30-50,0
50,10,50,bet,30-50,0
50,10,80,gaming,<30,1
40,20,100,gaming,<30,0
40,0,30,gaming,<30,0
40,30,60,bet,<30,1
50,20,10,bet,30-50,0
50,20,110,bet,30-50,0
60,10,120,bet,30-50,0
20,50,60,bet,<30,0
50,20,120,gaming,30-50,0
70,20,90,gaming,30-50,0
60,30,130,bet,30-50,0
30,10,50,gaming,<30,0
60,20,120,gaming,30-50,0
60,20,140,gaming,30-50,1
70,20,150,gaming,<30,1
60,0,60,gaming,30-50,0
40,10,100,bet,30-50,0
40,0,110,gaming,30-50,0
40,20,80,gaming,<30,0
60,10,120,gaming,<30,0
50,30,120,bet,30-50,0
70,10,180,bet,<30,0
80,20,140,bet,<30,0
70,30,130,gaming,30-50,0
50,NA,80,bet,<30,0
40,10,20,gaming,<30,0
90,10,90,gaming,30-50,1
70,NA,70,gaming,<30,0
60,30,160,gaming,<30,1
50,10,80,bet,30-50,0
50,10,120,gaming,<30,0
20,30,0,bet,<30,0
50,10,90,gaming,<30,0
60,20,90,bet,<30,1
60,0,20,gaming,<30,0
50,30,110,gaming,50+,1
70,20,110,gaming,30-50,0
50,30,30,bet,<30,0
90,30,160,gaming,<30,0
70,30,180,gaming,50+,0
20,20,90,gaming,50+,0
50,10,70,gaming,30-50,0
20,10,70,gaming,<30,0
20,40,120,bet,<30,0
50,20,140,bet,30-50,0
30,20,60,gaming,<30,1
0,20,30,gaming,<30,0
60,10,50,bet,<30,0
30,40,40,gaming,<30,0
20,30,70,gaming,<30,0
30,30,50,gaming,<30,0
50,40,50,gaming,<30,1
70,10,1350,gaming,30-50,1
40,10,110,bet,30-50,0
90,0,60,bet,<30,1
60,30,110,bet,50+,0
50,0,140,gaming,30-50,0
40,20,70,bet,<30,0
40,30,40,bet,30-50,0
40,NA,40,gaming,<30,0
80,20,160,gaming,30-50,1
20,10,40,gaming,<30,1
90,30,170,gaming,50+,0
60,30,90,bet,50+,1
40,10,70,gaming,<30,0
60,20,120,gaming,<30,0
30,30,70,gaming,30-50,1
40,10,50,gaming,<30,0
40,20,0,gaming,<30,1
30,10,80,gaming,50+,0
40,20,100,gaming,<30,0
40,20,120,gaming,<30,0
50,30,50,bet,30-50,0
60,0,90,gaming,<30,1
50,30,90,gaming,<30,0
10,40,30,gaming,<30,1
60,10,50,gaming,<30,0
70,20,0,gaming,50+,0
80,NA,50,gaming,<30,0
70,10,160,bet,<30,0
60,10,100,gaming,30-50,0
30,30,40,gaming,50+,0
30,0,20,bet,<30,0
60,10,40,gaming,50+,0
80,0,80,bet,<30,0
30,30,420,gaming,<30,0
100,20,60,gaming,<30,0
50,10,0,gaming,<30,0
50,20,100,gaming,<30,0
50,30,40,gaming,<30,0
40,20,50,bet,<30,0
60,10,140,bet,<30,0
30,0,140,bet,30-50,0
30,40,0,gaming,50+,1
70,NA,90,bet,<30,1
40,10,70,bet,50+,1
70,20,840,gaming,30-50,1
50,20,60,gaming,<30,0
70,20,110,gaming,30-50,0
70,10,80,gaming,<30,1
50,10,90,gaming,<30,0
70,20,120,gaming,30-50,0
50,0,40,bet,<30,0
50,30,60,gaming,30-50,0
60,10,20,bet,30-50,0
80,10,1550,bet,<30,1
60,10,120,bet,<30,0
40,1280,80,gaming,30-50,0
40,20,120,bet,<30,0
30,20,50,gaming,30-50,0
50,30,130,bet,<30,0
60,10,70,gaming,30-50,0
70,20,130,bet,<30,1
60,20,140,bet,<30,0
30,20,120,bet,<30,0
30,10,300,gaming,50+,1
70,10,120,gaming,<30,0
60,0,130,bet,<30,0
40,20,70,bet,<30,0
20,10,90,bet,<30,1
50,30,110,gaming,<30,0
90,10,210,bet,50+,1
50,20,110,bet,50+,0
30,30,90,bet,<30,0
50,10,80,gaming,<30,0
30,10,10,gaming,<30,0
40,20,50,gaming,<30,1
70,20,70,bet,30-50,0
50,40,150,bet,50+,1
60,10,90,gaming,<30,1
40,10,100,bet,50+,0
60,20,50,gaming,<30,1
30,10,70,bet,50+,0
60,20,90,bet,<30,0
20,0,0,gaming,50+,0
40,30,100,gaming,30-50,1
30,20,70,bet,30-50,0
50,30,40,bet,30-50,0
90,30,160,gaming,<30,1
40,30,160,bet,<30,0
50,10,110,bet,50+,1
60,10,90,bet,<30,0
0,10,50,gaming,<30,0
60,40,160,gaming,50+,1
70,20,160,bet,<30,0
30,NA,50,gaming,30-50,0
60,10,90,bet,<30,0
50,20,30,gaming,50+,1
50,40,60,gaming,<30,0
80,20,120,bet,50+,0
50,NA,70,bet,30-50,0
70,30,70,gaming,50+,0
30,10,90,gaming,<30,1
60,10,140,gaming,<30,1
30,10,0,bet,<30,0
40,30,90,gaming,<30,1
50,0,140,gaming,30-50,0
60,20,90,gaming,50+,0
80,30,80,bet,30-50,0
40,560,40,bet,50+,0
